(X,Z,SeedCount)
-6188,8185,63
6735,8188,63
9193,1401,63
-2721,-9640,63
-2458,-147,62
-1507,-3234,62
814,3727,62
5001,1788,62
1024,5164,62
5949,6255,62
7128,-5376,62
-7200,-7120,62
-5665,7318,62
4349,8273,62
-1475,-8471,62
-2686,8759,62
2909,9351,62
912,2476,61
2254,-4397,61
5394,-3443,61
7033,-4213,61
4679,7108,61
7326,6236,61
-4486,7599,61
4346,-9346,61
323,148,60
-2194,-2277,60
-693,-3047,60
-687,-4798,60
5427,-1125,60
-5108,-6442,60
-7007,3050,60
2711,-9070,60
9549,7220,60
-3114,1504,59
524,4984,59
813,-7024,59
-7300,-4703,59
-7396,-5571,59
-5206,8277,59
8734,-4897,59
5533,-8765,59
8811,-1123,59
-2717,1587,58
2515,-2862,58
-1380,6352,58
-7462,833,58
7847,4983,58
-2590,8481,58
-9821,-7510,58
3171,-4109,57
3364,4984,57
-5433,-1792,57
750,-5946,57
128,6923,57
-7237,-4319,57
8011,-7413,57
8634,-6340,57
-7397,-8683,57
1508,8866,57
8900,2171,57
2809,-9348,57
-9918,5666,57
3696,3050,56
3501,3731,56
-166,-4318,56
-5017,1349,56
4313,-6242,56
-1833,6637,56
-266,-6937,56
-2351,-7433,56
-7595,920,56
9778,-7326,56
7654,2859,55
5983,7997,55
8765,-342,55
9485,-4797,55
-6481,9815,55
1075,2949,54
4282,3729,54
6148,-1594,54
-7332,1598,54
4090,8179,54
9319,-5386,54
9681,1302,54
9877,-4888,54
1932,2074,53
-2426,-820,53
2978,1019,53
-4713,-1694,53
5788,5376,53
-4389,-6160,53
-5570,6278,53
-5206,-7999,53
-69,8570,53
6802,-9353,53
455,2555,52
915,-2678,52
-2552,-2862,52
-3503,434,52
6896,-5751,52
-6645,-8664,52
8667,-8285,52
3139,9740,52
-5697,2857,51
-3538,6150,51
5557,6245,51
685,6439,51
-6677,4700,51
-3603,-7887,51
-4842,7996,51
3791,8179,51
-5761,8480,51
-8706,9148,51
978,-9250,51
750,-9640,51
6342,9921,51
-1837,-9931,51
-1755,-1871,50
-2980,2468,50
4482,46,50
-1636,-6148,50
-6477,817,50
7229,2070,50
-5555,-7410,50
3758,8946,50
-9777,6603,50
1502,-2571,49
4411,5183,49
5427,1018,49
-5436,-2095,49
-2817,-6259,49
-7366,3426,49
6021,-7411,49
6250,7875,49
681,-9049,49
-9162,5186,49
-9751,6822,49
-3077,-2280,48
-2853,-4990,48
-4681,5569,48
-1671,6058,48
-918,6541,48
-8649,-1143,48
9090,1303,48
9814,-9734,48
-1509,-4991,47
6802,4785,47
7359,3145,47
8112,-3812,47
-8608,-7029,47
-9666,7106,47
325,-533,46
-265,-3630,46
-5993,1890,46
-5042,6157,46
-7103,342,46
9388,-3347,46
1506,-151,45
915,-3345,45
-3372,2561,45
-2441,-3933,45
1734,6443,45
6741,6770,45
-7919,5954,45
127,-834,44
3989,345,44
-3241,4305,44
-5390,-1895,44
-6285,2558,44
-6286,-437,44
-7294,3729,44
-7923,-6057,44
-1473,2375,43
-2541,1162,43
-3178,-437,43
9418,-1403,43
-787,-1406,42
2065,-2354,42
-2588,1204,42
-3043,141,42
897,4841,42
6477,-5289,42
-5893,-6723,42
-5141,8852,42
-7697,-9633,42
1632,-1519,41
-3176,-3048,41
-3862,-3064,41
1663,5086,41
-5993,-437,41
-1439,-6157,41
7379,-8685,41
-1018,8770,41
7129,-9732,41
1831,2740,40
2813,-3345,40
4613,-5590,40
-5141,-5658,40
5201,6156,40
4512,-6436,40
1632,-6438,40
-7516,6459,40
-8867,7804,40
2450,9152,40
-6611,-9255,40
-1279,9443,40
-3509,-1103,39
-1508,-4123,39
-5418,232,39
4413,-6448,39
6474,4113,39
4972,-7317,39
-6712,-8289,39
-8603,1698,39
9422,-8281,39
9485,-5379,39
9618,-354,39
3595,-1884,38
-5207,5082,38
-2425,5373,38
-7565,4215,38
8697,1202,38
-9686,6143,38
1796,9926,38
6193,-4597,37
2549,-6354,37
9532,-5670,37
127,-2379,36
4183,3446,36
-3503,-6251,36
6509,4113,36
-7364,-733,36
3758,-7512,36
-7661,4317,36
-5893,8562,36
-8346,8769,36
2645,-1406,35
8406,6538,35
-8511,6642,35
9059,2475,35
1893,816,34
-3374,2076,34
4906,-3249,34
-1903,6742,34
-1558,6863,34
-5339,-7219,34
3497,7407,34
-8189,-6278,34
4709,-9031,34
9062,5571,34
-9690,-7120,34
2352,9931,34
127,2565,33
-4583,-341,33
-5038,436,33
-5302,-5574,33
880,6730,33
-1670,-2658,32
-2689,-2211,32
2417,-2958,32
2091,-5371,32
1601,-5672,32
6507,-150,32
8047,5957,32
8634,-6156,32
-7854,6822,31
6567,9046,31
-1085,9070,31
-1248,-9828,31
814,1304,30
2580,49,30
-2591,-2183,30
-7854,6823,30
-7854,1990,30
9357,8376,30
9523,1788,30
-9547,596,30
-4032,1690,29
4088,-3053,29
5685,1586,29
5952,-4989,29
-4464,-8747,29
1701,533,28
-3926,-1587,28
1863,-3933,28
5294,-5187,28
-2982,821,27
3171,-2618,27
4313,828,27
6790,-1229,27
7229,-5955,27
7262,-4989,27
-7363,6925,27
-3177,8966,27
5131,-9149,27
2190,2476,26
-3993,-3246,26
8347,6642,26
2972,8379,26
-2870,-8685,26
-9423,5083,26
-1115,-431,25
-3991,2376,25
-8379,-7998,25
7783,9637,25
-4487,3146,24
-5073,-917,24
6087,4536,24
-1048,8379,24
-9723,-9434,24
1521,-9837,24
-7854,-9838,24
3103,-1507,23
-5697,2435,23
-1677,-6643,23
-3043,-7126,23
-1834,1695,22
1997,3049,22
-3631,-5469,22
1569,-9740,22
1012,2662,21
1145,4032,21
-4384,-346,21
-5337,-1406,21
-1834,-7893,21
-7826,8562,21
-2978,-1890,20
784,-5469,20
5984,3626,20
-4417,-6542,20
-2717,8379,20
617,3636,19
4184,-338,19
6084,6341,19
8733,8855,19
9059,-1790,19
-7068,-9634,19
-397,9828,19
-7658,-5185,18
-9843,901,18
-2652,6639,17
-7071,3633,17
5494,8192,16
750,-1587,15
3269,4404,15
-2000,-5659,15
7096,-1505,15
-5760,7209,15
1698,813,14
5197,6524,14
6541,2950,14
7460,3050,14
9516,6338,14
4482,-4610,13
-332,-6439,13
7161,7513,13
1038,333,12
-301,5955,12
293,-7709,12
-8577,-925,12
9123,7511,12
-5304,-536,11
5523,-3048,11
-6741,7994,11
-1539,-1218,10
-6611,332,10
7496,3243,10
3202,9734,9
4024,-4888,8
4812,7410,8
2679,9824,8
-7295,-9147,7
-100,-917,6
-233,5382,6
-2880,1022,5
-6250,-6057,5
-5568,-9540,5
-4911,1505,4
-2492,5375,4
-1670,-6340,4
-4778,-7120,4
9682,2847,4
3925,4115,3
-8348,8669,3
5327,-8684,3
-920,8183,2
